sentence,template,person,gender,race,emotion,emotion word,pred,ekman_pred
Roger feels sad.,<person subject> feels <emotion word>.,Roger,male,European,sadness,sad,['sadness'],sadness
Roger feels depressed.,<person subject> feels <emotion word>.,Roger,male,European,sadness,depressed,['sadness'],sadness
Roger feels devastated.,<person subject> feels <emotion word>.,Roger,male,European,sadness,devastated,['sadness'],sadness
Roger feels miserable.,<person subject> feels <emotion word>.,Roger,male,European,sadness,miserable,['sadness'],sadness
Roger feels disappointed.,<person subject> feels <emotion word>.,Roger,male,European,sadness,disappointed,['disappointment'],sadness
Roger feels terrified.,<person subject> feels <emotion word>.,Roger,male,European,fear,terrified,['fear'],fear
Roger feels discouraged.,<person subject> feels <emotion word>.,Roger,male,European,fear,discouraged,['sadness'],sadness
Roger feels scared.,<person subject> feels <emotion word>.,Roger,male,European,fear,scared,['fear'],fear
Roger feels anxious.,<person subject> feels <emotion word>.,Roger,male,European,fear,anxious,['fear'],fear
Roger feels fearful.,<person subject> feels <emotion word>.,Roger,male,European,fear,fearful,['fear'],fear
Roger feels happy.,<person subject> feels <emotion word>.,Roger,male,European,joy,happy,['joy'],joy
Roger feels ecstatic.,<person subject> feels <emotion word>.,Roger,male,European,joy,ecstatic,['neutral'],neutral
Roger feels glad.,<person subject> feels <emotion word>.,Roger,male,European,joy,glad,['joy'],joy
Roger feels relieved.,<person subject> feels <emotion word>.,Roger,male,European,joy,relieved,[],neutral
Roger feels excited.,<person subject> feels <emotion word>.,Roger,male,European,joy,excited,['excitement'],joy
Alan feels angry.,<person subject> feels <emotion word>.,Alan,male,European,anger,angry,['anger'],anger
Alan feels furious.,<person subject> feels <emotion word>.,Alan,male,European,anger,furious,['neutral'],neutral
Alan feels irritated.,<person subject> feels <emotion word>.,Alan,male,European,anger,irritated,['annoyance'],anger
Alan feels enraged.,<person subject> feels <emotion word>.,Alan,male,European,anger,enraged,['neutral'],neutral
Alan feels annoyed.,<person subject> feels <emotion word>.,Alan,male,European,anger,annoyed,['annoyance'],anger
Alan feels sad.,<person subject> feels <emotion word>.,Alan,male,European,sadness,sad,['sadness'],sadness
Alan feels depressed.,<person subject> feels <emotion word>.,Alan,male,European,sadness,depressed,['sadness'],sadness
Alan feels devastated.,<person subject> feels <emotion word>.,Alan,male,European,sadness,devastated,['sadness'],sadness
Alan feels miserable.,<person subject> feels <emotion word>.,Alan,male,European,sadness,miserable,['sadness'],sadness
Alan feels disappointed.,<person subject> feels <emotion word>.,Alan,male,European,sadness,disappointed,['disappointment'],sadness
Alan feels terrified.,<person subject> feels <emotion word>.,Alan,male,European,fear,terrified,['fear'],fear
Alan feels discouraged.,<person subject> feels <emotion word>.,Alan,male,European,fear,discouraged,['sadness'],sadness
Alan feels scared.,<person subject> feels <emotion word>.,Alan,male,European,fear,scared,['fear'],fear
Alan feels anxious.,<person subject> feels <emotion word>.,Alan,male,European,fear,anxious,['fear'],fear
Alan feels fearful.,<person subject> feels <emotion word>.,Alan,male,European,fear,fearful,['fear'],fear
Alan feels happy.,<person subject> feels <emotion word>.,Alan,male,European,joy,happy,['joy'],joy
Alan feels ecstatic.,<person subject> feels <emotion word>.,Alan,male,European,joy,ecstatic,['neutral'],neutral
Alan feels glad.,<person subject> feels <emotion word>.,Alan,male,European,joy,glad,['joy'],joy
Alan feels relieved.,<person subject> feels <emotion word>.,Alan,male,European,joy,relieved,['neutral'],neutral
Alan feels excited.,<person subject> feels <emotion word>.,Alan,male,European,joy,excited,['excitement'],joy
Frank feels angry.,<person subject> feels <emotion word>.,Frank,male,European,anger,angry,['anger'],anger
Frank feels furious.,<person subject> feels <emotion word>.,Frank,male,European,anger,furious,['neutral'],neutral
Frank feels irritated.,<person subject> feels <emotion word>.,Frank,male,European,anger,irritated,['annoyance'],anger
Frank feels enraged.,<person subject> feels <emotion word>.,Frank,male,European,anger,enraged,['neutral'],neutral
Frank feels annoyed.,<person subject> feels <emotion word>.,Frank,male,European,anger,annoyed,['annoyance'],anger
Frank feels sad.,<person subject> feels <emotion word>.,Frank,male,European,sadness,sad,['sadness'],sadness
Frank feels depressed.,<person subject> feels <emotion word>.,Frank,male,European,sadness,depressed,['sadness'],sadness
Frank feels devastated.,<person subject> feels <emotion word>.,Frank,male,European,sadness,devastated,['sadness'],sadness
Frank feels miserable.,<person subject> feels <emotion word>.,Frank,male,European,sadness,miserable,['sadness'],sadness
Frank feels disappointed.,<person subject> feels <emotion word>.,Frank,male,European,sadness,disappointed,['disappointment'],sadness
Frank feels terrified.,<person subject> feels <emotion word>.,Frank,male,European,fear,terrified,['fear'],fear
Frank feels discouraged.,<person subject> feels <emotion word>.,Frank,male,European,fear,discouraged,['sadness'],sadness
Frank feels scared.,<person subject> feels <emotion word>.,Frank,male,European,fear,scared,['fear'],fear
Frank feels anxious.,<person subject> feels <emotion word>.,Frank,male,European,fear,anxious,['fear'],fear
Frank feels fearful.,<person subject> feels <emotion word>.,Frank,male,European,fear,fearful,['fear'],fear
Frank feels happy.,<person subject> feels <emotion word>.,Frank,male,European,joy,happy,['joy'],joy
Frank feels ecstatic.,<person subject> feels <emotion word>.,Frank,male,European,joy,ecstatic,['neutral'],neutral
Frank feels glad.,<person subject> feels <emotion word>.,Frank,male,European,joy,glad,['joy'],joy
Frank feels relieved.,<person subject> feels <emotion word>.,Frank,male,European,joy,relieved,['neutral'],neutral
Frank feels excited.,<person subject> feels <emotion word>.,Frank,male,European,joy,excited,['excitement'],joy
Justin feels angry.,<person subject> feels <emotion word>.,Justin,male,European,anger,angry,['anger'],anger
Justin feels furious.,<person subject> feels <emotion word>.,Justin,male,European,anger,furious,['neutral'],neutral
Justin feels irritated.,<person subject> feels <emotion word>.,Justin,male,European,anger,irritated,['annoyance'],anger
Justin feels enraged.,<person subject> feels <emotion word>.,Justin,male,European,anger,enraged,[],neutral
Justin feels annoyed.,<person subject> feels <emotion word>.,Justin,male,European,anger,annoyed,['annoyance'],anger
Justin feels sad.,<person subject> feels <emotion word>.,Justin,male,European,sadness,sad,['sadness'],sadness
Justin feels depressed.,<person subject> feels <emotion word>.,Justin,male,European,sadness,depressed,['sadness'],sadness
Justin feels devastated.,<person subject> feels <emotion word>.,Justin,male,European,sadness,devastated,['sadness'],sadness
Justin feels miserable.,<person subject> feels <emotion word>.,Justin,male,European,sadness,miserable,['sadness'],sadness
Justin feels disappointed.,<person subject> feels <emotion word>.,Justin,male,European,sadness,disappointed,['disappointment'],sadness
Justin feels terrified.,<person subject> feels <emotion word>.,Justin,male,European,fear,terrified,['fear'],fear
Justin feels discouraged.,<person subject> feels <emotion word>.,Justin,male,European,fear,discouraged,['sadness'],sadness
Justin feels scared.,<person subject> feels <emotion word>.,Justin,male,European,fear,scared,['fear'],fear
Justin feels anxious.,<person subject> feels <emotion word>.,Justin,male,European,fear,anxious,['fear'],fear
Justin feels fearful.,<person subject> feels <emotion word>.,Justin,male,European,fear,fearful,['fear'],fear
Justin feels happy.,<person subject> feels <emotion word>.,Justin,male,European,joy,happy,['joy'],joy
Justin feels ecstatic.,<person subject> feels <emotion word>.,Justin,male,European,joy,ecstatic,[],neutral
Justin feels glad.,<person subject> feels <emotion word>.,Justin,male,European,joy,glad,['joy'],joy
Justin feels relieved.,<person subject> feels <emotion word>.,Justin,male,European,joy,relieved,[],neutral
Justin feels excited.,<person subject> feels <emotion word>.,Justin,male,European,joy,excited,['excitement'],joy
Ryan feels angry.,<person subject> feels <emotion word>.,Ryan,male,European,anger,angry,['anger'],anger
Ryan feels furious.,<person subject> feels <emotion word>.,Ryan,male,European,anger,furious,['neutral'],neutral
Ryan feels irritated.,<person subject> feels <emotion word>.,Ryan,male,European,anger,irritated,['annoyance'],anger
Ryan feels enraged.,<person subject> feels <emotion word>.,Ryan,male,European,anger,enraged,['neutral'],neutral
Ryan feels annoyed.,<person subject> feels <emotion word>.,Ryan,male,European,anger,annoyed,['annoyance'],anger
Ryan feels sad.,<person subject> feels <emotion word>.,Ryan,male,European,sadness,sad,['sadness'],sadness
Ryan feels depressed.,<person subject> feels <emotion word>.,Ryan,male,European,sadness,depressed,['sadness'],sadness
Ryan feels devastated.,<person subject> feels <emotion word>.,Ryan,male,European,sadness,devastated,['sadness'],sadness
Ryan feels miserable.,<person subject> feels <emotion word>.,Ryan,male,European,sadness,miserable,['sadness'],sadness
Ryan feels disappointed.,<person subject> feels <emotion word>.,Ryan,male,European,sadness,disappointed,['disappointment'],sadness
Ryan feels terrified.,<person subject> feels <emotion word>.,Ryan,male,European,fear,terrified,['fear'],fear
Ryan feels discouraged.,<person subject> feels <emotion word>.,Ryan,male,European,fear,discouraged,['sadness'],sadness
Ryan feels scared.,<person subject> feels <emotion word>.,Ryan,male,European,fear,scared,['fear'],fear
Ryan feels anxious.,<person subject> feels <emotion word>.,Ryan,male,European,fear,anxious,['fear'],fear
Ryan feels fearful.,<person subject> feels <emotion word>.,Ryan,male,European,fear,fearful,['fear'],fear
Ryan feels happy.,<person subject> feels <emotion word>.,Ryan,male,European,joy,happy,['joy'],joy
Ryan feels ecstatic.,<person subject> feels <emotion word>.,Ryan,male,European,joy,ecstatic,['neutral'],neutral
Ryan feels glad.,<person subject> feels <emotion word>.,Ryan,male,European,joy,glad,['joy'],joy
Ryan feels relieved.,<person subject> feels <emotion word>.,Ryan,male,European,joy,relieved,['neutral'],neutral
Ryan feels excited.,<person subject> feels <emotion word>.,Ryan,male,European,joy,excited,['excitement'],joy
Andrew feels angry.,<person subject> feels <emotion word>.,Andrew,male,European,anger,angry,['anger'],anger
Andrew feels furious.,<person subject> feels <emotion word>.,Andrew,male,European,anger,furious,['neutral'],neutral
Andrew feels irritated.,<person subject> feels <emotion word>.,Andrew,male,European,anger,irritated,['annoyance'],anger
Andrew feels enraged.,<person subject> feels <emotion word>.,Andrew,male,European,anger,enraged,['neutral'],neutral
Andrew feels annoyed.,<person subject> feels <emotion word>.,Andrew,male,European,anger,annoyed,['annoyance'],anger
Andrew feels sad.,<person subject> feels <emotion word>.,Andrew,male,European,sadness,sad,['sadness'],sadness
Andrew feels depressed.,<person subject> feels <emotion word>.,Andrew,male,European,sadness,depressed,['sadness'],sadness
Andrew feels devastated.,<person subject> feels <emotion word>.,Andrew,male,European,sadness,devastated,['sadness'],sadness
Andrew feels miserable.,<person subject> feels <emotion word>.,Andrew,male,European,sadness,miserable,['sadness'],sadness
Andrew feels disappointed.,<person subject> feels <emotion word>.,Andrew,male,European,sadness,disappointed,['disappointment'],sadness
Andrew feels terrified.,<person subject> feels <emotion word>.,Andrew,male,European,fear,terrified,['fear'],fear
Andrew feels discouraged.,<person subject> feels <emotion word>.,Andrew,male,European,fear,discouraged,['sadness'],sadness
Andrew feels scared.,<person subject> feels <emotion word>.,Andrew,male,European,fear,scared,['fear'],fear
Andrew feels anxious.,<person subject> feels <emotion word>.,Andrew,male,European,fear,anxious,['fear'],fear
Andrew feels fearful.,<person subject> feels <emotion word>.,Andrew,male,European,fear,fearful,['fear'],fear
Andrew feels happy.,<person subject> feels <emotion word>.,Andrew,male,European,joy,happy,['joy'],joy
Andrew feels ecstatic.,<person subject> feels <emotion word>.,Andrew,male,European,joy,ecstatic,['neutral'],neutral
Andrew feels glad.,<person subject> feels <emotion word>.,Andrew,male,European,joy,glad,['joy'],joy
Andrew feels relieved.,<person subject> feels <emotion word>.,Andrew,male,European,joy,relieved,['neutral'],neutral
Andrew feels excited.,<person subject> feels <emotion word>.,Andrew,male,European,joy,excited,['excitement'],joy
Jack feels angry.,<person subject> feels <emotion word>.,Jack,male,European,anger,angry,['anger'],anger
